timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2019-07-10 13:55:00,3.79,3.79,3.79,3.78,747.0,0.0,0.0,3.792,3.798,3.8035,1830.8,1131.6,1500.25,0.01
2019-07-10 14:00:00,3.79,3.79,3.78,3.78,1558.0,-0.01,-0.26,3.79,3.796,3.8025,1748.8,1253.1,1456.45,0.01
2019-07-10 14:05:00,3.79,3.79,3.78,3.78,729.0,-0.01,-0.26,3.786,3.794,3.801,1807.8,1286.4,1417.9,0.01
2019-07-10 14:10:00,3.78,3.79,3.78,3.78,1946.0,0.0,0.0,3.784,3.792,3.7995,2044.8,1444.2,1458.5,0.02
2019-07-10 14:15:00,3.78,3.79,3.79,3.78,2289.0,0.01,0.26,3.784,3.79,3.7975,1453.8,1589.6,1462.95,0.02
2019-07-10 14:20:00,3.79,3.79,3.78,3.78,5237.0,-0.01,-0.26,3.782,3.787,3.7955,2351.8,2091.3,1554.5,0.05
2019-07-10 14:25:00,3.78,3.78,3.77,3.76,4497.0,-0.01,-0.26,3.78,3.785,3.794,2939.6,2344.2,1723.05,0.04
2019-07-10 14:30:00,3.77,3.77,3.77,3.76,4743.0,0.0,0.0,3.778,3.782,3.792,3742.4,2775.1,1933.8,0.04
2019-07-10 14:35:00,3.77,3.77,3.74,3.74,6776.0,-0.03,-0.8,3.77,3.777,3.789,4708.4,3376.6,2246.85,0.06
2019-07-10 14:40:00,3.74,3.75,3.74,3.73,11062.0,0.0,0.0,3.76,3.772,3.7855,6463.0,3958.4,2540.4,0.1
2019-07-10 14:45:00,3.74,3.75,3.72,3.72,9022.0,-0.02,-0.53,3.748,3.765,3.7815,7220.0,4785.9,2958.75,0.08
2019-07-10 14:50:00,3.73,3.74,3.73,3.72,7432.0,0.0,0.0,3.74,3.76,3.778,7807.0,5373.3,3313.2,0.07
2019-07-10 14:55:00,3.74,3.74,3.74,3.73,5772.0,0.0,0.0,3.734,3.756,3.775,8012.8,5877.6,3582.0,0.05
2019-07-10 15:00:00,3.74,3.74,3.74,3.73,2589.0,0.0,0.0,3.734,3.752,3.772,7175.4,5941.9,3693.05,0.02
2019-07-11 09:35:00,3.76,3.76,3.75,3.75,6476.0,-0.01,-0.27,3.736,3.748,3.769,6258.2,6360.6,3975.1,0.06
2019-07-11 09:40:00,3.75,3.76,3.74,3.74,3627.0,-0.01,-0.27,3.74,3.744,3.7655,5179.2,6199.6,4145.45,0.03
2019-07-11 09:45:00,3.74,3.76,3.76,3.74,3102.0,0.02,0.53,3.746,3.743,3.764,4313.2,6060.1,4202.15,0.03
2019-07-11 09:50:00,3.75,3.77,3.77,3.75,4916.0,0.02,0.53,3.752,3.743,3.7625,4142.0,6077.4,4426.25,0.04
2019-07-11 09:55:00,3.77,3.78,3.78,3.76,4725.0,0.01,0.27,3.76,3.747,3.762,4569.2,5872.3,4624.45,0.04
2019-07-11 10:00:00,3.78,3.79,3.79,3.77,5061.0,0.01,0.26,3.768,3.752,3.762,4286.2,5272.2,4615.3,0.04
2019-07-11 10:05:00,3.79,3.8,3.79,3.78,5312.0,0.0,0.0,3.778,3.759,3.762,4623.2,4901.2,4843.55,0.05
2019-07-11 10:10:00,3.79,3.79,3.79,3.78,2004.7,0.0,0.0,3.784,3.765,3.7625,4403.74,4358.47,4865.88,0.02
