timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2019-07-10 13:55:00,5.14,5.14,5.13,5.12,3257.0,-0.01,-0.19,5.13,5.109,5.0745,4006.6,5031.9,3136.8,0.04
2019-07-10 14:00:00,5.13,5.14,5.13,5.12,1848.0,0.0,0.0,5.13,5.12,5.0785,2586.8,5058.7,3116.1,0.02
2019-07-10 14:05:00,5.13,5.17,5.15,5.13,6073.0,0.02,0.39,5.136,5.133,5.084,3318.2,5551.6,3349.7,0.08
2019-07-10 14:10:00,5.15,5.18,5.17,5.15,5410.66,0.02,0.39,5.144,5.142,5.09,3850.33,5744.07,3587.33,0.07
2019-07-10 14:15:00,5.17,5.27,5.24,5.17,19605.0,0.07,1.35,5.164,5.152,5.0995,7238.73,6110.17,4474.93,0.26
2019-07-10 14:20:00,5.24,5.25,5.2,5.19,9799.0,-0.04,-0.76,5.178,5.154,5.107,8547.13,6276.87,4895.28,0.13
2019-07-10 14:25:00,5.2,5.23,5.23,5.2,7905.0,0.03,0.58,5.198,5.164,5.1165,9758.53,6172.67,5263.53,0.1
2019-07-10 14:30:00,5.22,5.24,5.21,5.21,5269.0,-0.01,-0.19,5.21,5.173,5.125,9597.73,6457.97,5415.08,0.07
2019-07-10 14:35:00,5.2,5.22,5.21,5.19,3937.0,0.01,0.19,5.218,5.181,5.134,9303.0,6576.67,5580.03,0.05
2019-07-10 14:40:00,5.21,5.22,5.19,5.18,6687.0,-0.02,-0.38,5.208,5.186,5.1425,6719.4,6979.07,5893.78,0.09
2019-07-10 14:45:00,5.19,5.19,5.17,5.17,4566.0,-0.02,-0.39,5.202,5.19,5.1495,5672.8,7109.97,6070.93,0.06
2019-07-10 14:50:00,5.17,5.22,5.22,5.16,8054.0,0.05,0.97,5.2,5.199,5.1595,5702.6,7730.57,6394.63,0.11
2019-07-10 14:55:00,5.23,5.23,5.22,5.21,9195.0,-0.01,-0.19,5.202,5.206,5.1695,6487.8,8042.77,6797.18,0.12
2019-07-10 15:00:00,5.23,5.24,5.24,5.22,5502.0,0.01,0.19,5.208,5.213,5.1775,6800.8,8051.9,6897.98,0.07
2019-07-11 09:35:00,5.18,5.22,5.2,5.16,11940.0,0.02,0.39,5.21,5.209,5.1805,7851.4,7285.4,6697.78,0.16
2019-07-11 09:40:00,5.2,5.21,5.19,5.18,7316.0,-0.01,-0.19,5.214,5.208,5.181,8401.4,7037.1,6656.98,0.1
2019-07-11 09:45:00,5.18,5.2,5.19,5.18,3891.0,0.01,0.19,5.208,5.204,5.184,7568.8,6635.7,6404.18,0.05
2019-07-11 09:50:00,5.19,5.23,5.22,5.17,10206.0,0.03,0.58,5.208,5.205,5.189,7771.0,7129.4,6793.68,0.13
2019-07-11 09:55:00,5.23,5.24,5.21,5.21,5956.0,-0.02,-0.38,5.202,5.205,5.193,7861.8,7331.3,6953.98,0.08
2019-07-11 10:00:00,5.22,5.23,5.21,5.21,3598.0,-0.01,-0.19,5.204,5.207,5.1965,6193.4,7022.4,7000.73,0.05
2019-07-11 10:05:00,5.21,5.26,5.24,5.21,6776.0,0.03,0.58,5.214,5.214,5.202,6085.4,7243.4,7176.68,0.09
