timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2019-07-10 13:55:00,4.91,4.91,4.9,4.89,10504.0,-0.01,-0.2,4.908,4.914,4.92,4411.2,3505.3,6708.32,0.02
2019-07-10 14:00:00,4.9,4.91,4.89,4.89,2063.5,-0.01,-0.2,4.904,4.912,4.9185,3417.8,3595.75,6135.44,0.0
2019-07-10 14:05:00,4.9,4.9,4.89,4.89,2639.8,-0.01,-0.2,4.9,4.908,4.9165,3564.66,3687.13,5555.56,0.01
2019-07-10 14:10:00,4.89,4.9,4.89,4.89,2216.5,0.0,0.0,4.896,4.905,4.914,3858.96,3630.78,4827.52,0.01
2019-07-10 14:15:00,4.89,4.9,4.9,4.89,2051.0,0.01,0.2,4.894,4.902,4.9115,3894.96,3408.78,3903.62,0.0
2019-07-10 14:20:00,4.9,4.91,4.89,4.89,3001.0,-0.01,-0.2,4.892,4.9,4.909,2394.36,3402.78,3176.32,0.01
2019-07-10 14:25:00,4.89,4.9,4.88,4.88,7529.2,-0.01,-0.2,4.89,4.897,4.907,3487.5,3452.65,3334.28,0.02
2019-07-10 14:30:00,4.89,4.9,4.89,4.88,2634.0,0.0,0.0,4.89,4.895,4.9055,3486.34,3525.5,3343.38,0.01
2019-07-10 14:35:00,4.88,4.9,4.89,4.88,3572.0,0.01,0.2,4.89,4.893,4.9045,3757.44,3808.2,3337.18,0.01
2019-07-10 14:40:00,4.88,4.89,4.87,4.87,15204.5,-0.01,-0.2,4.884,4.889,4.902,6388.14,5141.55,3926.72,0.04
2019-07-10 14:45:00,4.87,4.88,4.87,4.86,14195.0,0.0,0.0,4.88,4.886,4.9,8626.94,5510.65,4507.98,0.03
2019-07-10 14:50:00,4.86,4.88,4.88,4.85,11214.2,0.02,0.41,4.88,4.885,4.8985,9363.94,6425.72,5010.74,0.03
2019-07-10 14:55:00,4.87,4.88,4.87,4.87,7507.0,0.0,0.0,4.876,4.883,4.8955,10338.5,6912.44,5299.78,0.02
2019-07-10 15:00:00,4.88,4.89,4.89,4.87,6171.32,0.01,0.2,4.876,4.883,4.894,10858.4,7307.92,5469.35,0.01
2019-07-11 09:35:00,4.92,4.93,4.93,4.9,21140.2,0.01,0.2,4.888,4.886,4.894,12045.5,9216.84,6312.81,0.05
2019-07-11 09:40:00,4.93,4.93,4.92,4.91,16742.0,-0.01,-0.2,4.898,4.889,4.8945,12554.9,10590.9,6996.86,0.04
2019-07-11 09:45:00,4.92,4.94,4.93,4.92,18085.6,0.01,0.2,4.908,4.894,4.8955,13929.2,11646.6,7549.62,0.04
2019-07-11 09:50:00,4.93,4.95,4.95,4.92,18510.0,0.02,0.41,4.924,4.9,4.8975,16129.8,13234.2,8379.84,0.04
2019-07-11 09:55:00,4.94,4.96,4.95,4.94,14598.0,0.01,0.2,4.936,4.906,4.8995,17815.2,14336.8,9072.49,0.03
2019-07-11 10:00:00,4.95,4.96,4.94,4.94,13888.0,-0.01,-0.2,4.938,4.913,4.901,16364.7,14205.1,9673.34,0.03
2019-07-11 10:05:00,4.95,4.95,4.95,4.94,8110.0,0.0,0.0,4.944,4.921,4.9035,14638.3,13596.6,9553.64,0.02
2019-07-11 10:10:00,4.95,4.95,4.94,4.92,11121.0,-0.01,-0.2,4.946,4.927,4.906,13245.4,13587.3,10006.5,0.03
