timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2019-07-10 13:55:00,5.99,5.99,5.97,5.97,1568.0,-0.02,-0.33,5.986,5.99,5.9985,1011.8,600.6,490.45,0.02
2019-07-10 14:00:00,5.97,5.98,5.97,5.97,532.0,0.0,0.0,5.982,5.987,5.996,1033.8,634.5,427.25,0.01
2019-07-10 14:05:00,5.97,5.97,5.96,5.96,449.0,-0.01,-0.17,5.976,5.984,5.9935,1104.4,678.3,439.6,0.0
2019-07-10 14:10:00,5.97,5.97,5.96,5.96,317.0,-0.01,-0.17,5.97,5.981,5.9905,1081.2,696.4,445.28,0.0
2019-07-10 14:15:00,5.96,5.97,5.94,5.94,1449.0,-0.02,-0.34,5.96,5.976,5.9865,863.0,818.8,517.23,0.01
2019-07-10 14:20:00,5.94,5.96,5.93,5.93,1577.0,-0.01,-0.17,5.952,5.969,5.9825,864.8,938.3,583.6,0.02
2019-07-10 14:25:00,5.93,5.94,5.93,5.93,1401.0,0.0,0.0,5.944,5.963,5.979,1038.6,1036.2,644.7,0.01
2019-07-10 14:30:00,5.93,5.94,5.93,5.92,807.0,0.0,0.0,5.938,5.957,5.9755,1110.2,1107.3,657.55,0.01
2019-07-10 14:35:00,5.93,5.93,5.93,5.92,885.0,0.0,0.0,5.932,5.951,5.972,1223.8,1152.5,691.75,0.01
2019-07-10 14:40:00,5.93,5.93,5.88,5.87,7764.0,-0.05,-0.84,5.92,5.94,5.966,2486.8,1674.9,1061.5,0.08
2019-07-10 14:45:00,5.88,5.9,5.9,5.88,2821.0,0.02,0.34,5.914,5.933,5.9615,2735.6,1800.2,1200.4,0.03
2019-07-10 14:50:00,5.9,5.9,5.88,5.88,3652.0,-0.02,-0.34,5.904,5.924,5.9555,3185.8,2112.2,1373.35,0.04
2019-07-10 14:55:00,5.88,5.89,5.89,5.88,1709.0,0.01,0.17,5.896,5.917,5.9505,3366.2,2238.2,1458.25,0.02
2019-07-10 15:00:00,5.89,5.89,5.89,5.88,1693.0,0.0,0.0,5.888,5.91,5.9455,3527.8,2375.8,1536.1,0.02
2019-07-11 09:35:00,5.9,5.96,5.93,5.9,1807.0,0.03,0.51,5.898,5.909,5.9425,2336.4,2411.6,1615.2,0.02
2019-07-11 09:40:00,5.93,5.94,5.93,5.92,839.0,0.0,0.0,5.904,5.909,5.939,1940.0,2337.8,1638.05,0.01
2019-07-11 09:45:00,5.93,5.94,5.94,5.91,1854.0,0.01,0.17,5.916,5.91,5.9365,1580.4,2383.1,1709.65,0.02
